index,name,region,diet,selectedProteins,exclusions,engineVersion,engineSource,status,engineQA,hardCount,warnCount,weirdCount,hard,warn,weird,days,targetDays,mainCounts,proteinTotals
18,v345 valid quality scenario 18 SA mode 17,SA,omnivore,chicken|beef|pork|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""beef"":2,""eggs"":2,""pork"":2,""fish"":3,""chicken"":3}","[104,106,98,102,104,107,106]"
19,v345 valid quality scenario 19 AU mode 18,AU,omnivore,chicken|beef|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,106,98,102,112,99,102]"
20,v345 valid quality scenario 20 CA mode 19,CA,omnivore,chicken|beef|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,115,101,100,116,102,108]"
21,v345 valid quality scenario 21 US mode 0,US,omnivore,chicken|beef|pork|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""beef"":2,""eggs"":2,""pork"":2,""fish"":3,""chicken"":3}","[104,114,101,114,104,110,104]"
22,v345 valid quality scenario 22 UK mode 1,UK,omnivore,beef|pork|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""fish"":3,""beef"":3}","[113,103,101,98,112,102,101]"
23,v345 valid quality scenario 23 SA mode 2,SA,omnivore,chicken|fish|eggs|dairy|protein_powder,no_red_meat,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""fish"":4,""eggs"":3,""chicken"":4}","[113,106,101,115,92,106,115]"
24,v345 valid quality scenario 24 AU mode 3,AU,omnivore,chicken|beef|pork|eggs|dairy|protein_powder,no_fish,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""chicken"":3,""beef"":3}","[112,102,102,103,114,101,101]"
25,v345 valid quality scenario 25 CA mode 4,CA,omnivore,chicken|beef|fish|dairy|protein_powder,no_eggs,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""chicken"":4,""beef"":3,""fish"":4}","[106,116,110,117,115,113,117]"
26,v345 valid quality scenario 26 US mode 5,US,omnivore,chicken|beef|fish|eggs|protein_powder,no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""eggs"":3,""chicken"":4,""beef"":4,""fish"":3}","[100,109,109,104,106,104,113]"
27,v345 valid quality scenario 27 UK mode 6,UK,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,88,104,101,93,106]"
28,v345 valid quality scenario 28 SA mode 7,SA,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,107,100,97,99,108]"
29,v345 valid quality scenario 29 AU mode 8,AU,vegetarian,eggs|dairy|tofu|lentils|beans|chickpeas,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,6,"{""dairy"":2,""eggs"":2,""chickpeas"":2,""beans"":2,""lentils"":3,""tofu"":3}","[84,81,88,75,93,82,86]"
30,v345 valid quality scenario 30 CA mode 9,CA,vegetarian,dairy|tofu|lentils|beans|chickpeas|protein_powder,no_eggs,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""tofu"":3,""chickpeas"":3,""beans"":3,""lentils"":3}","[101,92,94,90,96,82,94]"
31,v345 valid quality scenario 31 US mode 10,US,vegetarian,eggs|tofu|lentils|beans|chickpeas|protein_powder,no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""beans"":2,""eggs"":3,""chickpeas"":3,""tofu"":3,""lentils"":3}","[95,84,97,86,102,84,103]"
32,v345 valid quality scenario 32 UK mode 11,UK,omnivore,chicken|beef|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,115,101,100,112,101,99]"
33,v345 valid quality scenario 33 SA mode 12,SA,omnivore,chicken|beef|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,5,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[79,85,78,86,87,86,82]"
34,v345 valid quality scenario 34 AU mode 13,AU,omnivore,chicken|beef|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""beef"":4,""eggs"":3,""chicken"":4}","[112,114,101,94,112,114,103]"
35,v345 valid quality scenario 35 CA mode 14,CA,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,107,100,97,99,108]"
36,v345 valid quality scenario 36 US mode 15,US,omnivore,fish|beef|pork|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""fish"":3,""beef"":3}","[91,103,98,100,99,99,95]"
37,v345 valid quality scenario 37 UK mode 16,UK,vegetarian,tofu|lentils|beans|chickpeas|protein_powder,no_eggs|no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""chickpeas"":3,""tofu"":3,""lentils"":4,""beans"":4}","[83,99,90,89,103,90,89]"
38,v345 valid quality scenario 38 SA mode 17,SA,omnivore,chicken|beef|pork|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""beef"":2,""eggs"":2,""pork"":2,""fish"":3,""chicken"":3}","[104,106,98,102,104,107,106]"
39,v345 valid quality scenario 39 AU mode 18,AU,omnivore,chicken|beef|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,106,98,102,112,99,102]"
40,v345 valid quality scenario 40 CA mode 19,CA,omnivore,chicken|beef|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,115,101,100,116,102,108]"
41,v345 valid quality scenario 41 US mode 0,US,omnivore,chicken|beef|pork|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""beef"":2,""eggs"":2,""pork"":2,""fish"":3,""chicken"":3}","[104,114,101,114,104,110,104]"
42,v345 valid quality scenario 42 UK mode 1,UK,omnivore,beef|pork|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""fish"":3,""beef"":3}","[113,103,101,98,112,102,101]"
43,v345 valid quality scenario 43 SA mode 2,SA,omnivore,chicken|fish|eggs|dairy|protein_powder,no_red_meat,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""fish"":4,""eggs"":3,""chicken"":4}","[113,106,101,115,92,106,115]"
44,v345 valid quality scenario 44 AU mode 3,AU,omnivore,chicken|beef|pork|eggs|dairy|protein_powder,no_fish,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""chicken"":3,""beef"":3}","[112,102,102,103,114,101,101]"
45,v345 valid quality scenario 45 CA mode 4,CA,omnivore,chicken|beef|fish|dairy|protein_powder,no_eggs,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""chicken"":4,""beef"":3,""fish"":4}","[106,116,110,117,115,113,117]"
46,v345 valid quality scenario 46 US mode 5,US,omnivore,chicken|beef|fish|eggs|protein_powder,no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""eggs"":3,""chicken"":4,""beef"":4,""fish"":3}","[100,109,109,104,106,104,113]"
47,v345 valid quality scenario 47 UK mode 6,UK,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,88,104,101,93,106]"
48,v345 valid quality scenario 48 SA mode 7,SA,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,107,100,97,99,108]"
49,v345 valid quality scenario 49 AU mode 8,AU,vegetarian,eggs|dairy|tofu|lentils|beans|chickpeas,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,6,"{""dairy"":2,""eggs"":2,""chickpeas"":2,""beans"":2,""lentils"":3,""tofu"":3}","[84,81,88,75,93,82,86]"
50,v345 valid quality scenario 50 CA mode 9,CA,vegetarian,dairy|tofu|lentils|beans|chickpeas|protein_powder,no_eggs,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""tofu"":3,""chickpeas"":3,""beans"":3,""lentils"":3}","[101,92,94,90,96,82,94]"
51,v345 valid quality scenario 51 US mode 10,US,vegetarian,eggs|tofu|lentils|beans|chickpeas|protein_powder,no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""beans"":2,""eggs"":3,""chickpeas"":3,""tofu"":3,""lentils"":3}","[95,84,97,86,102,84,103]"
52,v345 valid quality scenario 52 UK mode 11,UK,omnivore,chicken|beef|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,115,101,100,112,101,99]"
53,v345 valid quality scenario 53 SA mode 12,SA,omnivore,chicken|beef|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,5,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[79,85,78,86,87,86,82]"
54,v345 valid quality scenario 54 AU mode 13,AU,omnivore,chicken|beef|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""beef"":4,""eggs"":3,""chicken"":4}","[112,114,101,94,112,114,103]"
55,v345 valid quality scenario 55 CA mode 14,CA,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,107,100,97,99,108]"
56,v345 valid quality scenario 56 US mode 15,US,omnivore,fish|beef|pork|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""fish"":3,""beef"":3}","[91,103,98,100,99,99,95]"
57,v345 valid quality scenario 57 UK mode 16,UK,vegetarian,tofu|lentils|beans|chickpeas|protein_powder,no_eggs|no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""chickpeas"":3,""tofu"":3,""lentils"":4,""beans"":4}","[83,99,90,89,103,90,89]"
58,v345 valid quality scenario 58 SA mode 17,SA,omnivore,chicken|beef|pork|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""beef"":2,""eggs"":2,""pork"":2,""fish"":3,""chicken"":3}","[104,106,98,102,104,107,106]"
59,v345 valid quality scenario 59 AU mode 18,AU,omnivore,chicken|beef|fish|eggs|dairy,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,106,98,102,112,99,102]"
60,v345 valid quality scenario 60 CA mode 19,CA,omnivore,chicken|beef|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""chicken"":3,""eggs"":3,""fish"":3,""beef"":3}","[104,115,101,100,116,102,108]"
61,v345 valid quality scenario 61 US mode 0,US,omnivore,chicken|beef|pork|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":2,""beef"":2,""eggs"":2,""pork"":2,""fish"":3,""chicken"":3}","[104,114,101,114,104,110,104]"
62,v345 valid quality scenario 62 UK mode 1,UK,omnivore,beef|pork|fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""fish"":3,""beef"":3}","[113,103,101,98,112,102,101]"
63,v345 valid quality scenario 63 SA mode 2,SA,omnivore,chicken|fish|eggs|dairy|protein_powder,no_red_meat,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""fish"":4,""eggs"":3,""chicken"":4}","[113,106,101,115,92,106,115]"
64,v345 valid quality scenario 64 AU mode 3,AU,omnivore,chicken|beef|pork|eggs|dairy|protein_powder,no_fish,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""pork"":2,""eggs"":3,""chicken"":3,""beef"":3}","[112,102,102,103,114,101,101]"
65,v345 valid quality scenario 65 CA mode 4,CA,omnivore,chicken|beef|fish|dairy|protein_powder,no_eggs,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""dairy"":3,""chicken"":4,""beef"":3,""fish"":4}","[106,116,110,117,115,113,117]"
66,v345 valid quality scenario 66 US mode 5,US,omnivore,chicken|beef|fish|eggs|protein_powder,no_dairy,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,PASS,0,0,0,,,,7,7,"{""eggs"":3,""chicken"":4,""beef"":4,""fish"":3}","[100,109,109,104,106,104,113]"
67,v345 valid quality scenario 67 UK mode 6,UK,pescatarian,fish|eggs|dairy|protein_powder,,3.4.6-strict-snack-gate-quality-fix,rebuilt-funnel-engine-v331-us-first-plus-v346-strict-snack-gate-quality-fixed,ALLOWED,CONDITIONAL PASS,0,1,2,,Day 6: eggs snack repeats lunch/dinner protein.,low lunch template variety 3 | cottage cheese lunch appears 4 times,7,7,"{""dairy"":4,""eggs"":5,""fish"":5}","[97,104,88,104,101,93,106]"
